Year,City,Host_Country,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2012,London,GBR,Basketball,Basketball,"ANTHONY, Carmelo",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"BRYANT, Kobe",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"CHANDLER, Tyson",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"DAVIS, Anthony",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"DURANT, Kevin",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"HARDEN, James",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"IGUODALA, Andre",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"JAMES, Lebron",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"LOVE, Kevin",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"PAUL, Chris",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"WESTBROOK, Russell",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"WILLIAMS, Deron",USA,Men,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"CALDERON, Jose Manuel",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"CLAVER, Victor",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"FERNANDEZ, Rudy",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"GASOL, Marc",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"GASOL, Pau",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"IBAKA, Serge",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"LLULL, Sergio",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"NAVARRO, Juan-Carlos",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"REYES, Felipe",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"RODRIGUEZ, Sergio",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"SADA, Victor",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"SAN EMETERIO, Fernando",ESP,Men,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"ANTONOV, Semen",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"FRIDZON, Vitaly",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"KARASEV, Sergey",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"KAUN, Sasha",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"KHRYAPA, Victor",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"KHVOSTOV, Dmitry",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"KIRILENKO, Andrei",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"MONYA, Sergey",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"MOZGOV, Timofey",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"PONKRASHOV, Anton",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"SHVED, Alexey",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"VORONOV, Evgeny",RUS,Men,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"AUGUSTUS, Seimone",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"BIRD, Sue",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"CASH, Swin",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"CATCHINGS, Tamika",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"CHARLES, Tina",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"FOWLES, Sylvia",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"JONES, Asjha",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"MCCOUGHTRY, Angel",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"MOORE, Maya",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"PARKER, Candace",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"TAURASI, Diana",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"WHALEN, Lindsay",USA,Women,Basketball,Gold
2012,London,GBR,Basketball,Basketball,"BEIKES, Clemence",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"DIGBEU, Jennifer",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"DUMERC, Celine",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"GODIN, Elodie",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"GOMIS, Emilie",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"GRUDA, Sandrine",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"LABORDE, Marion",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"LAWSON-WADE, Edwige",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"LEPRON, Florence",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"MIYEM, Endene",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"NDONGUE, Emmeline",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"YACOUBOU, Isabelle",FRA,Women,Basketball,Silver
2012,London,GBR,Basketball,Basketball,"BATKOVIC, Suzy",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"BISHOP, Abby",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"CAMBAGE, Elizabeth",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"HARROWER, Kristi",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"HODGES, Laura",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"JACKSON, Lauren",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"JARRY, Rachel",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"MACLEOD, Kathleen",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"OHEA, Jenna",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"RICHARDS, Samantha",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"SCREEN, Jennifer",AUS,Women,Basketball,Bronze
2012,London,GBR,Basketball,Basketball,"SNELL, Belinda",AUS,Women,Basketball,Bronze
2012,London,GBR,Boxing,Boxing,"JOSHUA, Anthony",GBR,Men,+ 91KG,Gold
2012,London,GBR,Boxing,Boxing,"CAMMARELLE, Roberto",ITA,Men,+ 91KG,Silver
2012,London,GBR,Boxing,Boxing,"DYCHKO, Ivan",KAZ,Men,+ 91KG,Bronze
2012,London,GBR,Boxing,Boxing,"MEDZHIDOV, Magomedrasul",AZE,Men,+ 91KG,Bronze
2012,London,GBR,Boxing,Boxing,"ZOU, Shiming",CHN,Men,46 - 49KG,Gold
2012,London,GBR,Boxing,Boxing,"PONGPRAYOON, Kaeo",THA,Men,46 - 49KG,Silver
2012,London,GBR,Boxing,Boxing,"AYRAPETYAN, David",RUS,Men,46 - 49KG,Bronze
2012,London,GBR,Boxing,Boxing,"BARNES, Paddy",IRL,Men,46 - 49KG,Bronze
2012,London,GBR,Boxing,Boxing,"ADAMS, Nicola",GBR,Women,51 KG,Gold
2012,London,GBR,Boxing,Boxing,"REN, Cancan",CHN,Women,51 KG,Silver
2012,London,GBR,Boxing,Boxing,"ESPARZA, Marlen",USA,Women,51 KG,Bronze
2012,London,GBR,Boxing,Boxing,"KOM, Mary",IND,Women,51 KG,Bronze
2012,London,GBR,Boxing,Boxing,"RAMIREZ CARRAZANA, Robeisy",CUB,Men,52KG,Gold
2012,London,GBR,Boxing,Boxing,"NYAMBAYAR, Tugstsogt",MGL,Men,52KG,Silver
2012,London,GBR,Boxing,Boxing,"ALOIAN, Misha",RUS,Men,52KG,Bronze
2012,London,GBR,Boxing,Boxing,"CONLAN, Michael",IRL,Men,52KG,Bronze
2012,London,GBR,Boxing,Boxing,"CAMPBELL, Luke",GBR,Men,56KG,Gold
2012,London,GBR,Boxing,Boxing,"NEVIN, John Joe",IRL,Men,56KG,Silver
2012,London,GBR,Boxing,Boxing,"ALVAREZ ESTRADA, Lazaro",CUB,Men,56KG,Bronze
2012,London,GBR,Boxing,Boxing,"SHIMIZU, Satoshi",JPN,Men,56KG,Bronze
2012,London,GBR,Boxing,Boxing,"LOMACHENKO, Vasyl",UKR,Men,57 - 60KG,Gold
2012,London,GBR,Boxing,Boxing,"HAN, Soonchul",KOR,Men,57 - 60KG,Silver
2012,London,GBR,Boxing,Boxing,"PETRAUSKAS, Evaldas",LTU,Men,57 - 60KG,Bronze
2012,London,GBR,Boxing,Boxing,"TOLEDO LOPEZ, Yasniel",CUB,Men,57 - 60KG,Bronze
2012,London,GBR,Boxing,Boxing,"IGLESIAS SOTOLONGO, Roniel",CUB,Men,60 - 64 KG,Gold
2012,London,GBR,Boxing,Boxing,"BERINCHYK, Denys",UKR,Men,60 - 64 KG,Silver
2012,London,GBR,Boxing,Boxing,"MANGIACAPRE, Vincenzo",ITA,Men,60 - 64 KG,Bronze
2012,London,GBR,Boxing,Boxing,"URANCHIMEG, Munkh-Erdene",MGL,Men,60 - 64 KG,Bronze
2012,London,GBR,Boxing,Boxing,"TAYLOR, Katie",IRL,Women,60 KG,Gold
2012,London,GBR,Boxing,Boxing,"OCHIGAVA, Sofya",RUS,Women,60 KG,Silver
2012,London,GBR,Boxing,Boxing,"ARAUJO, Adriana",BRA,Women,60 KG,Bronze
2012,London,GBR,Boxing,Boxing,"CHORIEVA, Mavzuna",TJK,Women,60 KG,Bronze
2012,London,GBR,Boxing,Boxing,"SAPIYEV, Serik",KAZ,Men,64 - 69 KG,Gold
2012,London,GBR,Boxing,Boxing,"EVANS, Freddie",GBR,Men,64 - 69 KG,Silver
2012,London,GBR,Boxing,Boxing,"SHELESTYUK, Taras",UKR,Men,64 - 69 KG,Bronze
2012,London,GBR,Boxing,Boxing,"ZAMKOVOY, Andrey",RUS,Men,64 - 69 KG,Bronze
2012,London,GBR,Boxing,Boxing,"MURATA, Ryota",JPN,Men,69 - 75 KG,Gold
2012,London,GBR,Boxing,Boxing,"FALCAO FLORENTINO, Esquiva",BRA,Men,69 - 75 KG,Silver
2012,London,GBR,Boxing,Boxing,"ATOEV, Abbos",UZB,Men,69 - 75 KG,Bronze
2012,London,GBR,Boxing,Boxing,"OGOGO, Anthony",GBR,Men,69 - 75 KG,Bronze
2012,London,GBR,Boxing,Boxing,"MEKHONTCEV, Egor",RUS,Men,75 - 81KG,Gold
2012,London,GBR,Boxing,Boxing,"NIYAZYMBETOV, Adilbek",KAZ,Men,75 - 81KG,Silver
2012,London,GBR,Boxing,Boxing,"FALCAO FLORENTINO, Yamaguchi",BRA,Men,75 - 81KG,Bronze
2012,London,GBR,Boxing,Boxing,"GVOZDYK, Oleksandr",UKR,Men,75 - 81KG,Bronze
2012,London,GBR,Boxing,Boxing,"SHIELDS, Claressa",USA,Women,75 KG,Gold
2012,London,GBR,Boxing,Boxing,"TORLOPOVA, Nadezda",RUS,Women,75 KG,Silver
2012,London,GBR,Boxing,Boxing,"LI, Jinzi",CHN,Women,75 KG,Bronze
2012,London,GBR,Boxing,Boxing,"VOLNOVA, Marina",KAZ,Women,75 KG,Bronze
2012,London,GBR,Boxing,Boxing,"USYK, Oleksandr",UKR,Men,81 - 91KG,Gold
2012,London,GBR,Boxing,Boxing,"RUSSO, Clemente",ITA,Men,81 - 91KG,Silver
2012,London,GBR,Boxing,Boxing,"MAMMADOV, Teymur",AZE,Men,81 - 91KG,Bronze
2012,London,GBR,Boxing,Boxing,"PULEV, Tervel",BUL,Men,81 - 91KG,Bronze
2012,London,GBR,Canoe,Canoe Slalom,"ESTANGUET, Tony",FRA,Men,C-1 (Single),Gold
2012,London,GBR,Canoe,Canoe Slalom,"TASIADIS, Sideris",GER,Men,C-1 (Single),Silver
2012,London,GBR,Canoe,Canoe Slalom,"MARTIKAN, Michal",SVK,Men,C-1 (Single),Bronze
2012,London,GBR,Canoe,Canoe Slalom,"BAILLIE, Tim",GBR,Men,C-2 (Double),Gold
2012,London,GBR,Canoe,Canoe Slalom,"STOTT, Etienne",GBR,Men,C-2 (Double),Gold
2012,London,GBR,Canoe,Canoe Slalom,"FLORENCE, David",GBR,Men,C-2 (Double),Silver
2012,London,GBR,Canoe,Canoe Slalom,"HOUNSLOW, Richard",GBR,Men,C-2 (Double),Silver
2012,London,GBR,Canoe,Canoe Slalom,"HOCHSCHORNER, Pavol",SVK,Men,C-2 (Double),Bronze
2012,London,GBR,Canoe,Canoe Slalom,"HOCHSCHORNER, Peter",SVK,Men,C-2 (Double),Bronze
2012,London,GBR,Canoe,Canoe Slalom,"MOLMENTI, Daniele",ITA,Men,K-1 (Single),Gold
2012,London,GBR,Canoe,Canoe Slalom,"HRADILEK, Vavrinec",CZE,Men,K-1 (Single),Silver
2012,London,GBR,Canoe,Canoe Slalom,"AIGNER, Hannes",GER,Men,K-1 (Single),Bronze
2012,London,GBR,Canoe,Canoe Slalom,"FER, Emilie",FRA,Women,K-1 (Single),Gold
2012,London,GBR,Canoe,Canoe Slalom,"FOX, Jessica",AUS,Women,K-1 (Single),Silver
2012,London,GBR,Canoe,Canoe Slalom,"CHOURRAUT, Maialen",ESP,Women,K-1 (Single),Bronze
2012,London,GBR,Canoe,Canoe Sprint,"BRENDEL, Sebastian",GER,Men,C-1 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"CAL, David",ESP,Men,C-1 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"OLDERSHAW, Mark",CAN,Men,C-1 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"CHEBAN, Yuriy",UKR,Men,C-1 200M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"SHUKLIN, Jevgenij",LTU,Men,C-1 200M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"SHTYL, Ivan",RUS,Men,C-1 200M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"KRETSCHMER, Peter",GER,Men,C-2 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"KUSCHELA, Kurt",GER,Men,C-2 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"BAHDANOVICH, Aliaksandr",BLR,Men,C-2 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"BAHDANOVICH, Andrei",BLR,Men,C-2 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"KOROVASHKOV, Alexey",RUS,Men,C-2 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"PERVUKHIN, Ilya",RUS,Men,C-2 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"LARSEN, Eirik Veraas",NOR,Men,K-1 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"VAN KOEVERDEN, Adam",CAN,Men,K-1 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"HOFF, Max",GER,Men,K-1 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"MCKEEVER, Ed",GBR,Men,K-1 200M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"CRAVIOTTO RIVERO, Saul",ESP,Men,K-1 200M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"DE JONGE, Mark",CAN,Men,K-1 200M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"CARRINGTON, Lisa",NZL,Women,K-1 200M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"OSYPENKO, Inna",UKR,Women,K-1 200M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"JANIC, Natasa",HUN,Women,K-1 200M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"KOZAK, Danuta",HUN,Women,K-1 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"OSYPENKO, Inna",UKR,Women,K-1 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"HARTLEY, Bridgitte",RSA,Women,K-1 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"DOMBI, Rudolf",HUN,Men,K-2 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"KOKENY, Roland",HUN,Men,K-2 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"PIMENTA, Fernando",POR,Men,K-2 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"SILVA, Emanuel",POR,Men,K-2 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"HOLLSTEIN, Martin",GER,Men,K-2 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"IHLE, Andreas",GER,Men,K-2 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"DYACHENKO, Alexander",RUS,Men,K-2 200M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"POSTRIGAY, Yury",RUS,Men,K-2 200M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"MAKHNEU, Vadzim",BLR,Men,K-2 200M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"PIATRUSHENKA, Raman",BLR,Men,K-2 200M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"HEATH, Liam",GBR,Men,K-2 200M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"SCHOFIELD, Jon",GBR,Men,K-2 200M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"DIETZE, Tina",GER,Women,K-2 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"WEBER, Franziska",GER,Women,K-2 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"JANIC, Natasa",HUN,Women,K-2 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"KOVACS, Katalin",HUN,Women,K-2 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"MIKOLAJCZYK, Beata",POL,Women,K-2 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"NAJA, Karolina",POL,Women,K-2 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"CLEAR, Jacob",AUS,Men,K-4 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"SMITH, David",AUS,Men,K-4 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"SMITH, Tate",AUS,Men,K-4 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"STEWART, Murray",AUS,Men,K-4 1000M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"KAMMERER, Zoltan",HUN,Men,K-4 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"KULIFAI, Tamas",HUN,Men,K-4 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"PAUMAN, Daniel",HUN,Men,K-4 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"TOTH, David",HUN,Men,K-4 1000M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"DOSTAL, Josef",CZE,Men,K-4 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"HAVEL, Daniel",CZE,Men,K-4 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"STERBA, Jan",CZE,Men,K-4 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"TREFIL, Lukas",CZE,Men,K-4 1000M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"FAZEKAS, Krisztina",HUN,Women,K-4 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"KOVACS, Katalin",HUN,Women,K-4 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"KOZAK, Danuta",HUN,Women,K-4 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"SZABO, Gabriella Timea",HUN,Women,K-4 500M,Gold
2012,London,GBR,Canoe,Canoe Sprint,"DIETZE, Tina",GER,Women,K-4 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"LEONHARDT, Carolin Martina",GER,Women,K-4 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-4 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"WEBER, Franziska",GER,Women,K-4 500M,Silver
2012,London,GBR,Canoe,Canoe Sprint,"KHUDZENKA, Volha",BLR,Women,K-4 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"PAMIALOVA, Iryna",BLR,Women,K-4 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"PAPOK, Nadzeya",BLR,Women,K-4 500M,Bronze
2012,London,GBR,Canoe,Canoe Sprint,"PAUTARAN, Maryna",BLR,Women,K-4 500M,Bronze
2012,London,GBR,Cycling,Cycling BMX,"STROMBERGS, Maris",LAT,Men,Individual,Gold
2012,London,GBR,Cycling,Cycling BMX,"WILLOUGHBY, Sam",AUS,Men,Individual,Silver
2012,London,GBR,Cycling,Cycling BMX,"OQUENDO ZABALA, Carlos Mario",COL,Men,Individual,Bronze
2012,London,GBR,Cycling,Cycling BMX,"PAJON, Mariana",COL,Women,Individual,Gold
2012,London,GBR,Cycling,Cycling BMX,"WALKER, Sarah",NZL,Women,Individual,Silver
2012,London,GBR,Cycling,Cycling BMX,"SMULDERS, Laura",NED,Women,Individual,Bronze
2012,London,GBR,Cycling,Cycling Road,"VINOKUROV, Alexandr",KAZ,Men,Individual Road,Gold
2012,London,GBR,Cycling,Cycling Road,"URAN URAN, Rigoberto",COL,Men,Individual Road,Silver
2012,London,GBR,Cycling,Cycling Road,"KRISTOFF, Alexander",NOR,Men,Individual Road,Bronze
2012,London,GBR,Cycling,Cycling Road,"VOS, Marianne",NED,Women,Individual Road,Gold
2012,London,GBR,Cycling,Cycling Road,"ARMITSTEAD, Elizabeth",GBR,Women,Individual Road,Silver
2012,London,GBR,Cycling,Cycling Road,"ZABELINSKAYA, Olga",RUS,Women,Individual Road,Bronze
2012,London,GBR,Cycling,Cycling Road,"WIGGINS, Bradley",GBR,Men,Time Trial,Gold
2012,London,GBR,Cycling,Cycling Road,"MARTIN, Tony",GER,Men,Time Trial,Silver
2012,London,GBR,Cycling,Cycling Road,"FROOME, Christopher",GBR,Men,Time Trial,Bronze
2012,London,GBR,Cycling,Cycling Road,"ARMSTRONG, Kristin",USA,Women,Time Trial,Gold
2012,London,GBR,Cycling,Cycling Road,"ARNDT, Judith",GER,Women,Time Trial,Silver
2012,London,GBR,Cycling,Cycling Road,"ZABELINSKAYA, Olga",RUS,Women,Time Trial,Bronze
2012,London,GBR,Cycling,Cycling Track,"HOY, Chris",GBR,Men,Keirin,Gold
2012,London,GBR,Cycling,Cycling Track,"LEVY, Maximilian",GER,Men,Keirin,Silver
2012,London,GBR,Cycling,Cycling Track,"MULDER, Teun",NED,Men,Keirin,Bronze
2012,London,GBR,Cycling,Cycling Track,"VAN VELTHOOVEN, Simon",NZL,Men,Keirin,Bronze
2012,London,GBR,Cycling,Cycling Track,"PENDLETON, Victoria",GBR,Women,Keirin,Gold
2012,London,GBR,Cycling,Cycling Track,"GUO, Shuang",CHN,Women,Keirin,Silver
2012,London,GBR,Cycling,Cycling Track,"LEE, Wai Sze",HKG,Women,Keirin,Bronze
2012,London,GBR,Cycling,Cycling Track,"HANSEN, Lasse Norman",DEN,Men,Omnium,Gold
2012,London,GBR,Cycling,Cycling Track,"COQUARD, Bryan",FRA,Men,Omnium,Silver
2012,London,GBR,Cycling,Cycling Track,"CLANCY, Ed",GBR,Men,Omnium,Bronze
2012,London,GBR,Cycling,Cycling Track,"TROTT, Laura",GBR,Women,Omnium,Gold
2012,London,GBR,Cycling,Cycling Track,"HAMMER, Sarah",USA,Women,Omnium,Silver
2012,London,GBR,Cycling,Cycling Track,"EDMONDSON, Annette",AUS,Women,Omnium,Bronze
2012,London,GBR,Cycling,Cycling Track,"KENNY, Jason",GBR,Men,Sprint,Gold
2012,London,GBR,Cycling,Cycling Track,"BAUGE, Gregory",FRA,Men,Sprint,Silver
2012,London,GBR,Cycling,Cycling Track,"PERKINS, Shane",AUS,Men,Sprint,Bronze
2012,London,GBR,Cycling,Cycling Track,"MEARES, Anna",AUS,Women,Sprint,Gold
2012,London,GBR,Cycling,Cycling Track,"PENDLETON, Victoria",GBR,Women,Sprint,Silver
2012,London,GBR,Cycling,Cycling Track,"GUO, Shuang",CHN,Women,Sprint,Bronze
2012,London,GBR,Cycling,Cycling Track,"BURKE, Steven",GBR,Men,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"CLANCY, Ed",GBR,Men,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"KENNAUGH, Peter",GBR,Men,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"THOMAS, Geraint",GBR,Men,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"BOBRIDGE, Jack",AUS,Men,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"DENNIS, Rohan",AUS,Men,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"HEPBURN, Michael",AUS,Men,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"OSHEA, Glenn",AUS,Men,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"BEWLEY, Sam",NZL,Men,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"GATE, Aaron",NZL,Men,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"RYAN, Marc",NZL,Men,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"SERGENT, Jesse",NZL,Men,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"KING, Dani",GBR,Women,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"ROWSELL, Joanna",GBR,Women,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"TROTT, Laura",GBR,Women,Team Pursuit,Gold
2012,London,GBR,Cycling,Cycling Track,"BAUSCH, Dotsie",USA,Women,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"HAMMER, Sarah",USA,Women,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"REED, Jennie",USA,Women,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"TAMAYO, Lauren",USA,Women,Team Pursuit,Silver
2012,London,GBR,Cycling,Cycling Track,"CARLETON, Gillian",CAN,Women,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"GLAESSER, Jasmin",CAN,Women,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"WHITTEN, Tara",CAN,Women,Team Pursuit,Bronze
2012,London,GBR,Cycling,Cycling Track,"HINDES, Philip",GBR,Men,Team Sprint,Gold
2012,London,GBR,Cycling,Cycling Track,"HOY, Chris",GBR,Men,Team Sprint,Gold
2012,London,GBR,Cycling,Cycling Track,"KENNY, Jason",GBR,Men,Team Sprint,Gold
2012,London,GBR,Cycling,Cycling Track,"BAUGE, Gregory",FRA,Men,Team Sprint,Silver
2012,London,GBR,Cycling,Cycling Track,"DALMEIDA, Michael",FRA,Men,Team Sprint,Silver
2012,London,GBR,Cycling,Cycling Track,"SIREAU, Kevin",FRA,Men,Team Sprint,Silver
2012,London,GBR,Cycling,Cycling Track,"ENDERS, Rene",GER,Men,Team Sprint,Bronze
2012,London,GBR,Cycling,Cycling Track,"FORSTEMANN, Robert",GER,Men,Team Sprint,Bronze
